#schema: NinjaDataExport/v1, delimiter=comma, headerRow=2, emptyFieldsAllowed=true, time=ISO8601, instrument=ES, timeframe=Minute_5, tradingHours=CME US Index Futures ETH, vwap=tick, tz=Local
timestamp,instrument,period,open,high,low,close,volume,ema20,ema50,ema200,rsi14,atr14,vwap,vwap_upper1,vwap_upper2,vwap_upper3,vwap_lower1,vwap_lower2,vwap_lower3,session_date
2025-08-03T18:05:00.000,ES,Minute_5,6313.75,6323,6308,6319,5070,6319,6319,6319,0,15,6317.1719428,6321.00453219,6313.33935341,6324.83712158,6309.50676403,6328.66971096,6305.67417464,2025-08-04
2025-08-03T18:10:00.000,ES,Minute_5,6319,6320,6308.75,6311.25,2074,6318.26190476,6318.69607843,6318.92288557,0,13.125,6316.18004619,6320.02729856,6312.33279382,6323.87455093,6308.48554145,6327.7218033,6304.63828909,2025-08-04
2025-08-03T18:15:00.000,ES,Minute_5,6311.25,6314,6309,6310.5,1246,6317.52267574,6318.37466359,6318.83907577,0,10.41666667,6315.44243147,6319.43920185,6311.44566108,6323.43597223,6307.4488907,6327.43274261,6303.45212032,2025-08-04
2025-08-03T18:20:00.000,ES,Minute_5,6310.5,6318.5,6309.75,6317.5,1373,6317.52051614,6318.34036306,6318.82575163,0,10,6315.41050394,6319.22427328,6311.5967346,6323.03804262,6307.78296526,6326.85181197,6303.96919592,2025-08-04
2025-08-03T18:25:00.000,ES,Minute_5,6317.25,6318.5,6314.25,6316,770,6317.37570508,6318.24858411,6318.7976347,0,8.85,6315.50510301,6319.20125546,6311.80895056,6322.89740791,6308.11279811,6326.59356036,6304.41664566,2025-08-04
2025-08-03T18:30:00.000,ES,Minute_5,6316,6317.75,6314.75,6317.75,392,6317.41135222,6318.2290318,6318.78721047,0,7.875,6315.53203661,6319.16642506,6311.89764817,6322.80081351,6308.26325972,6326.43520195,6304.62887127,2025-08-04
2025-08-03T18:35:00.000,ES,Minute_5,6317.75,6320.25,6315.75,6319.25,964,6317.58646153,6318.26906977,6318.79181534,0,7.39285714,6315.78236185,6319.37929593,6312.18542777,6322.97623001,6308.58849369,6326.57316409,6304.99155961,2025-08-04
2025-08-03T18:40:00.000,ES,Minute_5,6319.25,6322.75,6318.5,6322.75,810,6318.0782271,6318.44479252,6318.83120026,0,7,6316.1249311,6319.8555789,6312.39428329,6323.5862267,6308.66363549,6327.3168745,6304.93298769,2025-08-04
2025-08-03T18:45:00.000,ES,Minute_5,6322.75,6324.25,6320.75,6321,756,6318.35649118,6318.54499673,6318.85278036,0,6.61111111,6316.50702341,6320.45876415,6312.55528267,6324.41050489,6308.60354193,6328.36224564,6304.65180119,2025-08-04
2025-08-03T18:50:00.000,ES,Minute_5,6320.75,6324.75,6320.5,6323,691,6318.79873012,6318.71970274,6318.89404623,0,6.375,6316.81432914,6320.90720605,6312.72145223,6325.00008296,6308.62857532,6329.09295987,6304.53569841,2025-08-04
2025-08-03T18:55:00.000,ES,Minute_5,6323.25,6326.5,6323.25,6326,831,6319.48456535,6319.0052046,6318.96475224,0,6.11363636,6317.25041731,6321.62040527,6312.88042934,6325.99039324,6308.51044138,6330.3603812,6304.14045341,2025-08-04
2025-08-03T19:00:00.000,ES,Minute_5,6326.25,6326.75,6323.5,6325,577,6320.00984484,6319.24029461,6319.02480445,0,5.875,6317.55685033,6322.12266959,6312.99103106,6326.68848885,6308.4252118,6331.25430812,6303.85939254,2025-08-04
2025-08-03T19:05:00.000,ES,Minute_5,6325.25,6325.25,6322,6323,789,6320.29462152,6319.38773404,6319.06435864,0,5.67307692,6317.83604601,6322.46201304,6313.21007899,6327.08798007,6308.58411196,6331.71394709,6303.95814494,2025-08-04
2025-08-03T19:10:00.000,ES,Minute_5,6323,6324,6320.75,6324,686,6320.64751471,6319.56860722,6319.1134695,57.24637681,5.5,6318.02560338,6322.65439805,6313.39680871,6327.28319272,6308.76801404,6331.91198739,6304.13921937,2025-08-04
2025-08-03T19:15:00.000,ES,Minute_5,6324.25,6324.25,6319.5,6321.75,595,6320.75251331,6319.65415203,6319.13970363,53.48958333,5.44642857,6318.15625,6322.76583862,6313.54666138,6327.37542725,6308.93707275,6331.98501587,6304.32748413,2025-08-04
2025-08-03T19:20:00.000,ES,Minute_5,6322,6327.75,6322,6326.75,902,6321.32370252,6319.93242058,6319.21542797,59.80263158,5.48596939,6318.51793425,6323.29994767,6313.73592084,6328.08196109,6308.95390742,6332.8639745,6304.17189401,2025-08-04
2025-08-03T19:25:00.000,ES,Minute_5,6326.75,6329.25,6325.75,6328,874,6321.95954037,6320.24879624,6319.30283665,61.21980676,5.34411443,6318.93247423,6323.98403606,6313.88091239,6329.03559789,6308.82935056,6334.08715972,6303.77778873,2025-08-04
2025-08-03T19:30:00.000,ES,Minute_5,6328,6329.25,6326,6327,710,6322.43958415,6320.51354933,6319.37942534,59.41513721,5.19453483,6319.2485455,6324.4797276,6314.0173634,6329.7109097,6308.7861813,6334.94209179,6303.5549992,2025-08-04
2025-08-03T19:35:00.000,ES,Minute_5,6327.25,6327.5,6320.5,6321.5,1322,6322.35009994,6320.55223367,6319.40052558,50.58314049,5.32349663,6319.53592758,6324.73817902,6314.33367615,6329.94043045,6309.13142472,6335.14268189,6303.92917328,2025-08-04
